,Close,Date,High,Low,Open,Volume
0,75.76856995,5/18/2012 0:00,74.59714508,77.62999725,76.27999878,183073100
1,80.1828537,5/21/2012 0:00,76.29285431,80.22000122,76.35713959,157776500
2,79.5671463,5/22/2012 0:00,78.94000244,81.98285675,81.36428833,173717600
3,81.50856781,5/23/2012 0:00,79.0328598,81.82857513,79.64286041,146224400
4,80.76000214,5/24/2012 0:00,80.17571259,82.35713959,82.26714325,124057500
5,80.32714081,5/25/2012 0:00,79.78142548,80.83571625,80.65571594,82126800
6,81.75285339,5/29/2012 0:00,80.75856781,82,81.55714417,95127200
7,82.73857117,5/30/2012 0:00,80.93714142,82.85571289,81.31428528,132357400
8,82.5328598,5/31/2012 0:00,81.637146,83.07142639,82.96286011,122918600
9,80.14142609,6/1/2012 0:00,80.07428741,81.80714417,81.30857086,130246900
10,80.612854,6/4/2012 0:00,78.35713959,81.07142639,80.2142868,139248900
11,80.40428925,6/5/2012 0:00,79.76142883,80.92428589,80.181427,97053600
12,81.637146,6/6/2012 0:00,80.7857132,81.97856903,81.11000061,100363900
13,81.67428589,6/7/2012 0:00,81.5,82.47428894,82.47000122,94941700
14,82.90285492,6/8/2012 0:00,81.2857132,82.94000244,81.65714264,86879100
15,81.59571075,6/11/2012 0:00,81.51856995,84.07142639,83.95999908,147816200
16,82.30857086,6/12/2012 0:00,80.95714569,82.37428284,82.06571198,108845100
17,81.73714447,6/13/2012 0:00,81.48285675,82.63999939,82.07428741,73395000
18,81.6471405,6/14/2012 0:00,81.03713989,81.92857361,81.60571289,86393300
19,82.01856995,6/15/2012 0:00,81.36428833,82.08856964,81.57142639,83813800
20,83.6828537,6/18/2012 0:00,81.48143005,83.98428345,81.56571198,110103000
21,83.91571808,6/19/2012 0:00,83.30000305,84.2857132,83.34285736,90351100
22,83.67713928,6/20/2012 0:00,82.97142792,84.17857361,84.02999878,89735800
23,82.52428436,6/21/2012 0:00,82.49143219,84.03142548,83.63428497,81587800
24,83.15714264,6/22/2012 0:00,82.20285797,83.16999817,82.72000122,71117900
25,81.53857422,6/25/2012 0:00,81.48143005,82.82857513,82.47142792,76095600
26,81.71857452,6/26/2012 0:00,81.04714203,82.06999969,81.61856842,69134100
27,82.07142639,6/27/2012 0:00,81.70285797,82.39142609,82.14286041,50749300
28,81.29285431,6/28/2012 0:00,80.80142975,82,81.66714478,70709100
29,83.42857361,6/29/2012 0:00,82.0357132,83.42857361,82.57142639,105375200
30,84.64571381,7/2/2012 0:00,83.37142944,84.78142548,83.5328598,100023000
31,85.62999725,7/3/2012 0:00,84.85713959,85.7142868,84.98285675,60428200
32,87.13428497,7/5/2012 0:00,85.66428375,87.76285553,85.79428864,121095800
33,86.55428314,7/6/2012 0:00,85.94000244,86.91999817,86.72714233,104732600
34,87.69857025,7/9/2012 0:00,86.30142975,87.69999695,86.47142792,94851400
35,86.887146,7/10/2012 0:00,86.47285461,88.55285645,88.28142548,127989400
36,86.34714508,7/11/2012 0:00,85.3171463,86.80857086,86.58856964,117330500
37,85.55714417,7/12/2012 0:00,84.66857147,86.20999908,85.7485733,107010400
38,86.42428589,7/13/2012 0:00,85.7142868,86.74143219,86.13571167,77856800
39,86.70143127,7/16/2012 0:00,86.431427,87.37428284,86.44571686,75315100
40,86.70571136,7/17/2012 0:00,86.16428375,87.35713959,87.25571442,73406200
41,86.60857391,7/18/2012 0:00,86.22285461,86.90571594,86.65571594,63175000
42,87.76000214,7/19/2012 0:00,86.57142639,87.90714264,87.32571411,109215400
43,86.32857513,7/20/2012 0:00,86.24285889,87.77714539,87.57571411,99367800
44,86.26142883,7/23/2012 0:00,83.95857239,86.55714417,84.91428375,121993900
45,85.84571075,7/24/2012 0:00,85.5014267,87.09714508,86.76856995,141283100
46,82.13857269,7/25/2012 0:00,81.42857361,82.97142792,82.06571198,219328200
47,82.12571716,7/26/2012 0:00,81.48000336,82.91428375,82.82286072,101658200
48,83.59428406,7/27/2012 0:00,81.65571594,83.69000244,82.14428711,100984100
49,85.00428772,7/30/2012 0:00,83.97428894,85.63428497,84.41714478,94785600
50,87.2514267,7/31/2012 0:00,86.1028595,87.38571167,86.17571259,115581900
51,86.68714142,8/1/2012 0:00,86.14286041,88.05714417,87.98714447,96125400
52,86.82714081,8/2/2012 0:00,85.75,87.24143219,86.12000275,83039600
53,87.95714569,8/3/2012 0:00,87.36571503,88.2828598,87.66143036,86230200
54,88.93571472,8/6/2012 0:00,87.89428711,89.26714325,88.18428802,75525800
55,88.70143127,8/7/2012 0:00,88.29142761,89.2857132,88.9671402,72611700
56,88.55142975,8/8/2012 0:00,88.15714264,89.12571716,88.48428345,61176500
57,88.67571259,8/9/2012 0:00,88.25714111,88.818573,88.26428223,55410600
58,88.81428528,8/10/2012 0:00,88.38571167,88.82286072,88.387146,48734700
59,90,8/13/2012 0:00,89.0357132,90,89.05571747,69708100
60,90.24143219,8/14/2012 0:00,90.02999878,91.23000336,90.26714325,85042300
61,90.11856842,8/15/2012 0:00,89.67857361,90.57142639,90.18571472,64335600
62,90.90571594,8/16/2012 0:00,90.07142639,90.9657135,90.17285919,63633500
63,92.58714294,8/17/2012 0:00,91.25856781,92.59857178,91.42857361,110690300
64,95.02143097,8/20/2012 0:00,92.84285736,95.02143097,92.85857391,153346200
65,93.72285461,8/21/2012 0:00,92.90428925,96.41143036,95.83142853,203179900
66,95.55285645,8/22/2012 0:00,92.58714294,95.57142639,93.48857117,141330700
67,94.66143036,8/23/2012 0:00,94.44999695,95.69999695,95.15856934,105032200
68,94.74571228,8/24/2012 0:00,93.65000153,95.63999939,94.2157135,109335100
69,96.52571106,8/27/2012 0:00,96.22000122,97.26714325,97.14142609,106752100
70,96.40000153,8/28/2012 0:00,95.80999756,96.58571625,96.42571259,66854200
71,96.20999908,8/29/2012 0:00,96.08571625,96.80999756,96.4642868,50701700
72,94.83856964,8/30/2012 0:00,94.69285583,95.93571472,95.80571747,75674900
73,95.0342865,8/31/2012 0:00,93.89286041,95.51428223,95.32142639,84580300
74,96.42428589,9/4/2012 0:00,94.92857361,96.44857025,95.10857391,91973000
75,95.74714661,9/5/2012 0:00,95.65714264,96.62142944,96.51000214,84093800
76,96.61000061,9/6/2012 0:00,95.82857513,96.89857483,96.16714478,97799100
77,97.20571136,9/7/2012 0:00,96.53857422,97.49714661,96.86428833,82416600
78,94.67713928,9/10/2012 0:00,94.58571625,97.612854,97.20714569,121999500
79,94.37000275,9/11/2012 0:00,93.7857132,95.72856903,95.01571655,125995800
80,95.68428802,9/12/2012 0:00,93.7142868,95.69999695,95.26428223,178058300
81,97.568573,9/13/2012 0:00,96.39571381,97.92857361,96.76714325,149590000
82,98.75428772,9/14/2012 0:00,98.26999664,99.568573,98.56571198,150118500
83,99.96857452,9/17/2012 0:00,99.23000336,99.97142792,99.90714264,99507800
84,100.2728577,9/18/2012 0:00,99.48857117,100.3328552,99.98285675,93375800
85,100.3000031,9/19/2012 0:00,99.93856812,100.5699997,100.0371399,81718700
86,99.81428528,9/20/2012 0:00,99.08856964,100.0085678,99.87999725,84142100
87,100.0128555,9/21/2012 0:00,99.90856934,100.7242889,100.3442841,142897300
88,98.68428802,9/24/2012 0:00,97.57142639,99.30285645,98.12285614,159941600
89,96.22000122,9/25/2012 0:00,96.14286041,98.96857452,98.32286072,129697400
90,95.02571106,9/26/2012 0:00,94.45714569,96.09857178,95.5342865,144125800
91,97.33142853,9/27/2012 0:00,94.33571625,97.45285797,94.89857483,148522500
92,95.30000305,9/28/2012 0:00,95.25,97.30142975,96.9642868,133777700
93,94.19857025,10/1/2012 0:00,93.7857132,96.67857361,95.87999725,135898700
94,94.47285461,10/2/2012 0:00,92.94999695,95.19285583,94.54428864,156998100
95,95.92142487,10/3/2012 0:00,94.66143036,95.98000336,94.98000336,106070300
96,95.25714111,10/4/2012 0:00,95.07857513,96.32142639,95.89286041,92681400
97,93.22714233,10/5/2012 0:00,93.04000092,95.14286041,95.02857208,148501500
98,91.16714478,10/8/2012 0:00,90.87285614,92.50856781,92.41143036,159498500
99,90.83571625,10/9/2012 0:00,89.07857513,91.4985733,91.23571777,209649300
100,91.55857086,10/10/2012 0:00,91,92.13999939,91.39142609,127589000
101,89.72856903,10/11/2012 0:00,89.72856903,92.45714569,92.35713959,136520300
102,89.95857239,10/12/2012 0:00,89.32857513,90.76856995,89.93714142,115003700
103,90.68000031,10/15/2012 0:00,89.12142944,90.73285675,90.33571625,108125500
104,92.82714081,10/16/2012 0:00,90.14286041,92.90000153,90.76714325,137442900
105,92.08714294,10/17/2012 0:00,92,93.25571442,92.69571686,97259400
106,90.37714386,10/18/2012 0:00,90,91.72285461,91.37000275,119156100
107,87.12000275,10/19/2012 0:00,87.08856964,90.25285339,90.15000153,186021500
108,90.57571411,10/22/2012 0:00,87.2514267,90.76856995,87.48857117,136682700
109,87.62285614,10/23/2012 0:00,87.38571167,90.55714417,90.14286041,176786400
110,88.11856842,10/24/2012 0:00,87.23428345,89.50714111,88.77714539,139631800
111,87.07714081,10/25/2012 0:00,86.50714111,88.85713959,88.57142639,164081400
112,86.2857132,10/26/2012 0:00,84.42857361,87.7142868,87.06143188,254608200
113,85.04571533,10/31/2012 0:00,83.95714569,85.99428558,84.98285675,127500800
114,85.22000122,11/1/2012 0:00,84.88143158,86.14286041,85.45999908,90324500
115,82.40000153,11/2/2012 0:00,82.10713959,85.27857208,85.12714386,149843400
116,83.51714325,11/5/2012 0:00,82.51428223,83.9671402,83.36000061,132283900
117,83.26428223,11/6/2012 0:00,82.87000275,84.39142609,84.318573,93729300
118,79.7142868,11/7/2012 0:00,79.39286041,82.07714081,81.97714233,198412200
119,76.82142639,11/8/2012 0:00,76.47000122,80.318573,80.08999634,264036500
120,78.15142822,11/9/2012 0:00,76.24571228,79.26856995,77.20285797,232478400
121,77.54714203,11/12/2012 0:00,76.94999695,79.2142868,79.16428375,128950500
122,77.55714417,11/13/2012 0:00,76.62285614,78.63999939,76.98714447,133237300
123,76.69714355,11/14/2012 0:00,76.59714508,78.20714569,77.92857361,119292600
124,75.08856964,11/15/2012 0:00,74.66000366,77.07142639,76.79000092,197477700
125,75.38285828,11/16/2012 0:00,72.25,75.7142868,75.02857208,316723400
126,80.818573,11/19/2012 0:00,77.12571716,81.07142639,77.24428558,205829400
127,80.12999725,11/20/2012 0:00,79.22571564,81.70714569,81.70143127,160688500
128,80.24285889,11/21/2012 0:00,79.51428223,81.05285645,80.60713959,93250500
129,81.64286041,11/23/2012 0:00,80.37142944,81.7142868,81.02428436,68206600
130,84.21857452,11/26/2012 0:00,81.95857239,84.2857132,82.27143097,157644900
131,83.54000092,11/27/2012 0:00,82.87142944,84.34571075,84.22142792,133332500
132,83.27714539,11/28/2012 0:00,81.7514267,83.68571472,82.4671402,130216100
133,84.19428253,11/29/2012 0:00,83.60713959,84.89286041,84.3171463,128674700
134,83.61142731,11/30/2012 0:00,83.23999786,84.05714417,83.82714081,97829900
135,83.74143219,12/3/2012 0:00,83.64286041,84.94142914,84.80714417,91070000
136,82.26428223,12/4/2012 0:00,81.73285675,83.11428833,83.11428833,139267100
137,76.97000122,12/5/2012 0:00,76.9671402,81.32142639,81.27285767,261159500
138,78.17713928,12/6/2012 0:00,74.08999634,79.04428864,75.56285858,294303100
139,76.17857361,12/7/2012 0:00,75.7142868,79.31428528,79.05714417,196760200
140,75.68856812,12/10/2012 0:00,74.51142883,76.93000031,75,157621100
141,77.34143066,12/11/2012 0:00,76.76714325,78.50856781,77.11000061,148086400
142,77,12/12/2012 0:00,76.61000061,78.2857132,78.25285339,121786000
143,75.66999817,12/13/2012 0:00,75.11428833,76.80571747,75.87857056,156314900
144,72.82714081,12/14/2012 0:00,72.22571564,74.01856995,73.5357132,252394800
145,74.11856842,12/17/2012 0:00,71.60428619,74.2857132,72.70428467,189401800
146,76.27143097,12/18/2012 0:00,74.32142639,76.41428375,75,156421300
147,75.18714142,12/19/2012 0:00,75.07142639,76.24285889,75.92428589,112342300
148,74.5328598,12/20/2012 0:00,74.12571716,75.74285889,75.7142868,120422400
149,74.19000244,12/21/2012 0:00,72.89142609,74.23857117,73.20999908,149067100
150,74.30999756,12/24/2012 0:00,74.10142517,74.89286041,74.33571625,43938300
151,73.2857132,12/26/2012 0:00,73.01714325,74.20857239,74.14286041,75609100
152,73.58000183,12/27/2012 0:00,72.09428406,73.75,73.362854,113780100
153,72.79856873,12/28/2012 0:00,72.58856964,73.49714661,72.89857483,88569600
154,76.02428436,12/31/2012 0:00,72.7142868,76.48571777,72.9328537,164873100
155,78.4328537,1/2/2013 0:00,77.37571716,79.2857132,79.11714172,140129500
