,Close,Date,High,Low,Open,Volume
0,9.994285583,5/18/2012 0:00,9.337142944,10.39285755,10.32857132,29415400
1,10.2485714,5/21/2012 0:00,9.649999619,10.31285667,9.978571892,25143300
2,9.672857285,5/22/2012 0:00,9.607142448,10.34285736,10.25714302,40014800
3,10.27285671,5/23/2012 0:00,9.595714569,10.30714321,9.638571739,44100000
4,10.03857136,5/24/2012 0:00,9.928571701,10.24142838,10.21714306,20742400
5,10.03142834,5/25/2012 0:00,9.984285355,10.5014286,10.08571434,33371100
6,9.920000076,5/29/2012 0:00,9.742856979,10.16428566,10.15142822,31997000
7,9.619999886,5/30/2012 0:00,9.571428299,9.857142448,9.782856941,32890900
8,9.062856674,5/31/2012 0:00,8.909999847,9.681428909,9.528571129,53803400
9,8.992856979,6/1/2012 0:00,8.67142868,9.10428524,8.70714283,35578200
10,9.285714149,6/4/2012 0:00,8.909999847,9.319999695,9.035714149,35291200
11,9.261428833,6/5/2012 0:00,9.178571701,9.475714684,9.287142754,24048500
12,9.411428452,6/6/2012 0:00,9.307143211,9.76714325,9.380000114,30676800
13,9.234285355,6/7/2012 0:00,9.201428413,9.557143211,9.514286041,21045500
14,9.377142906,6/8/2012 0:00,9.10428524,9.445713997,9.195713997,22017100
15,9,6/11/2012 0:00,8.997142792,9.512857437,9.484285355,22941100
16,9.002857208,6/12/2012 0:00,8.907142639,9.194285393,9.037142754,20797700
17,8.975714684,6/13/2012 0:00,8.875714302,9.205714226,8.942856789,17924900
18,8.951428413,6/14/2012 0:00,8.717143059,9.021428108,8.970000267,26137300
19,9.398571014,6/15/2012 0:00,8.961428642,9.418571472,9.038571358,33022500
20,9.532856941,6/18/2012 0:00,9.255714417,9.564285278,9.294285774,22997800
21,9.975714684,6/19/2012 0:00,9.507143021,10.06857109,9.557143211,27706700
22,9.737142563,6/20/2012 0:00,9.658571243,9.935714722,9.925714493,26638500
23,9.405714035,6/21/2012 0:00,9.392857552,9.777142525,9.751428604,17690400
24,9.694285393,6/22/2012 0:00,9.385714531,9.752857208,9.462857246,18074700
25,9.575714111,6/25/2012 0:00,9.485713959,9.932857513,9.687143326,30746100
26,9.54285717,6/26/2012 0:00,9.477143288,9.672857285,9.601428986,15611400
27,9.498571396,6/27/2012 0:00,9.37142849,9.607142448,9.575714111,15383200
28,9.622857094,6/28/2012 0:00,9.39714241,9.722857475,9.442856789,15090600
29,9.784285545,6/29/2012 0:00,9.547142982,9.822856903,9.757143021,19991300
30,9.692856789,7/2/2012 0:00,9.607142448,9.842857361,9.824285507,12992700
31,10.29142857,7/3/2012 0:00,9.672857285,10.39714241,9.784285545,25261600
32,11.67428589,7/5/2012 0:00,10.60857105,11.84285736,10.61857128,104498100
33,11.69857121,7/6/2012 0:00,11.46000004,12.19999981,11.96285725,85261400
34,11.85571384,7/9/2012 0:00,11.44999981,12.02714252,11.85428524,43262800
35,11.46142864,7/10/2012 0:00,11.36142826,11.97142887,11.96000004,35242200
36,11.66285706,7/11/2012 0:00,11.41142845,12.1242857,11.44285679,43044400
37,12.13857174,7/12/2012 0:00,11.5,12.21428585,11.64571476,41447700
38,12.12857151,7/13/2012 0:00,11.98857117,12.37857151,12.25428581,39032000
39,11.85428524,7/16/2012 0:00,11.804286,12.22142887,12.15857124,20946800
40,11.68285751,7/17/2012 0:00,11.52428532,11.9271431,11.89285755,27820800
41,11.60999966,7/18/2012 0:00,11.53428555,11.84428596,11.60714245,21576100
42,11.8742857,7/19/2012 0:00,11.64571476,12.11857128,11.70857143,29133300
43,11.68857098,7/20/2012 0:00,11.64285755,11.93142891,11.80857182,24369800
44,11.42000008,7/23/2012 0:00,11.21428585,11.60285759,11.53285694,30965200
45,11.48428535,7/24/2012 0:00,11.11571407,11.78142834,11.58142853,64700300
46,8.611428261,7/25/2012 0:00,8.45714283,9.54285717,9.172857285,173470500
47,8.144286156,7/26/2012 0:00,8.020000458,8.494285583,8.472857475,79756600
48,8.417142868,7/27/2012 0:00,8.142857552,8.467143059,8.194285393,38009300
49,8.25,7/30/2012 0:00,8.047142982,8.565713882,8.418571472,29932700
50,8.12142849,7/31/2012 0:00,8.087142944,8.331428528,8.20714283,17320800
51,7.785714149,8/1/2012 0:00,7.728571415,8.254285812,8.204285622,33832400
52,7.695714474,8/2/2012 0:00,7.612857342,7.955714226,7.754285812,23945600
53,7.701428413,8/3/2012 0:00,7.544285774,7.925714493,7.837142944,37295300
54,8.112856865,8/6/2012 0:00,7.730000019,8.167142868,7.791428566,28527800
55,8.271428108,8/7/2012 0:00,8.07857132,8.495714188,8.135714531,30769900
56,8.257143021,8/8/2012 0:00,8.167142868,8.412857056,8.224286079,18194400
57,8.272856712,8/9/2012 0:00,8.178571701,8.350000381,8.227143288,16492700
58,8.557143211,8/10/2012 0:00,8.12857151,8.651428223,8.237142563,35032200
59,8.558571815,8/13/2012 0:00,8.357142448,8.75,8.745714188,33324900
60,8.822856903,8/14/2012 0:00,8.567142487,9.014286041,8.659999847,48119400
61,9.037142754,8/15/2012 0:00,8.831428528,9.097143173,8.861428261,30844100
62,9.187143326,8/16/2012 0:00,8.971428871,9.227143288,9.065713882,17630900
63,9.098571777,8/17/2012 0:00,9.072856903,9.359999657,9.268571854,22405600
64,9.177143097,8/20/2012 0:00,8.880000114,9.33571434,9.091428757,26658800
65,9.37142849,8/21/2012 0:00,9.235713959,9.521428108,9.305714607,23355500
66,9.342857361,8/22/2012 0:00,9.257143021,9.485713959,9.302857399,18030600
67,9.149999619,8/23/2012 0:00,9.082857132,9.491428375,9.431428909,32580800
68,9.022856712,8/24/2012 0:00,8.83571434,9.114285469,9.012857437,26161800
69,8.912857056,8/27/2012 0:00,8.894286156,9.138571739,9.045714378,18046700
70,8.992856979,8/28/2012 0:00,8.881428719,9.084285736,8.891428947,15859200
71,9.062856674,8/29/2012 0:00,8.935714722,9.12142849,9.007143021,15660400
72,8.640000343,8/30/2012 0:00,8.595714569,9.054286003,9.022856712,18679500
73,8.531428337,8/31/2012 0:00,8.441428185,8.789999962,8.758571625,29560300
74,7.989999771,9/4/2012 0:00,7.590000153,8.285714149,8.285714149,87416700
75,7.851428509,9/5/2012 0:00,7.761428356,7.954285622,7.942857265,38565100
76,8.092857361,9/6/2012 0:00,7.73714304,8.112856865,7.94428587,37297400
77,8.094285965,9/7/2012 0:00,7.978571415,8.257143021,8.097143173,29617700
78,7.988571644,9/10/2012 0:00,7.94428587,8.14714241,8.048571587,24892700
79,8.165714264,9/11/2012 0:00,7.87142849,8.195713997,7.985714436,33040000
80,8.172857285,9/12/2012 0:00,8.079999924,8.361428261,8.214285851,22096900
81,8.285714149,9/13/2012 0:00,8.012857437,8.311429024,8.124285698,24490900
82,8.64571476,9/14/2012 0:00,8.32857132,8.774285316,8.357142448,33067300
83,8.14571476,9/17/2012 0:00,8.109999657,8.428571701,8.425714493,36278900
84,8.008571625,9/18/2012 0:00,7.974285603,8.331428528,8.184286118,30298100
85,8.148571014,9/19/2012 0:00,7.95714283,8.271428108,8.105713844,35348600
86,8.391428947,9/20/2012 0:00,8.057143211,8.398571014,8.06000042,37217600
87,8.255714417,9/21/2012 0:00,8.201428413,8.531428337,8.489999771,30074800
88,8.055714607,9/24/2012 0:00,8.041428566,8.262857437,8.122857094,23661400
89,7.685714245,9/25/2012 0:00,7.67142868,8.137143135,8.107142448,41858600
90,7.875714302,9/26/2012 0:00,7.57857132,7.989999771,7.712857246,36625400
91,7.935714245,9/27/2012 0:00,7.73714304,8.014286041,7.980000019,21350700
92,7.777143002,9/28/2012 0:00,7.745714188,7.972856998,7.862857342,15932700
93,8.007143021,10/1/2012 0:00,7.76285696,8.08571434,7.800000191,30765700
94,8.065713882,10/2/2012 0:00,7.900000095,8.184286118,8.064285278,21589400
95,8.93999958,10/3/2012 0:00,8.321428299,8.949999809,8.341428757,76064800
96,9.524285316,10/4/2012 0:00,8.944285393,9.609999657,8.949999809,91616700
97,9.508571625,10/5/2012 0:00,9.302857399,9.742856979,9.579999924,59170300
98,10.50285721,10/8/2012 0:00,10.01714325,10.60428524,10.19857121,92280300
99,9.361428261,10/9/2012 0:00,9.342857361,9.925714493,9.842857361,82145000
100,9.357142448,10/10/2012 0:00,9.304286003,9.704285622,9.404285431,38742900
101,9.425714493,10/11/2012 0:00,9.318571091,9.58571434,9.557143211,22013600
102,9.18999958,10/12/2012 0:00,9.108571053,9.514286041,9.399999619,20710200
103,9.251428604,10/15/2012 0:00,9.057143211,9.311429024,9.307143211,20745200
104,9.435714722,10/16/2012 0:00,9.108571053,9.458571434,9.271428108,29302000
105,9.788571358,10/17/2012 0:00,9.377142906,9.831428528,9.430000305,26464200
106,9.622857094,10/18/2012 0:00,9.564285278,9.977143288,9.784285545,26797400
107,9.282856941,10/19/2012 0:00,9.180000305,9.642857552,9.598571777,22881600
108,9.697142601,10/22/2012 0:00,9.184286118,9.961428642,9.194285393,45678500
109,9.745714188,10/23/2012 0:00,9.437143326,9.87857151,9.614285469,63498400
110,8.588571548,10/24/2012 0:00,8.199999809,8.714285851,8.265714645,100060100
111,8.787142754,10/25/2012 0:00,8.557143211,8.81000042,8.57857132,33046300
112,9.93999958,10/26/2012 0:00,8.641428947,10.03428555,8.79285717,103433400
113,11.31999969,10/31/2012 0:00,9.364285469,12.13571453,9.487142563,107308600
114,11.09857178,11/1/2012 0:00,10.66428566,11.38428593,11.12142849,62669600
115,10.98571396,11/2/2012 0:00,10.85285759,11.40714264,11.03571415,29650600
116,11.1771431,11/5/2012 0:00,10.64285755,11.27714252,10.65285683,29016400
117,10.90999985,11/6/2012 0:00,10.81571388,11.42142868,11.00857162,39102700
118,11.09714317,11/7/2012 0:00,10.91857147,11.3214283,10.91857147,31099600
119,10.85285759,11/8/2012 0:00,10.82714272,11.47571468,11.16428566,33381600
120,11.12857151,11/9/2012 0:00,10.87285709,11.26857185,10.90142822,23272900
121,11.17000008,11/12/2012 0:00,11.14428616,11.47285748,11.28571415,18330200
122,11.37285709,11/13/2012 0:00,11.04857159,11.56285667,11.11999989,27170500
123,11.39714241,11/14/2012 0:00,11.25,11.61714268,11.4285717,26910800
124,11.64000034,11/15/2012 0:00,11.35714245,11.69999981,11.44428539,17400600
125,11.55714321,11/16/2012 0:00,11.47428608,11.87142849,11.61142826,32164300
126,11.62285709,11/19/2012 0:00,11.44999981,11.85571384,11.71571445,23267300
127,11.77142811,11/20/2012 0:00,11.58857155,11.95714283,11.64428616,15340500
128,11.85714245,11/21/2012 0:00,11.78571415,12.07999992,11.78571415,10889900
129,11.85000038,11/23/2012 0:00,11.73999977,11.96428585,11.91571426,8396500
130,11.72285748,11/26/2012 0:00,11.43857098,11.84000015,11.80000019,13484100
131,11.86857128,11/27/2012 0:00,11.65142822,11.9285717,11.71857166,15524600
132,11.74714279,11/28/2012 0:00,11.68714333,11.93857098,11.8214283,14495600
133,11.6257143,11/29/2012 0:00,11.54285717,11.82571411,11.77000046,11473000
134,11.67285728,11/30/2012 0:00,11.33285713,11.67285728,11.5,14986300
135,10.85714245,12/3/2012 0:00,10.78571415,11.71000004,11.69285679,29197700
136,12.37857151,12/4/2012 0:00,10.64285755,12.5714283,10.78714275,101757600
137,11.90999985,12/5/2012 0:00,11.84571457,12.51142883,12.37142849,59357900
138,12.31000042,12/6/2012 0:00,11.67142868,12.65142822,11.74285698,38103800
139,12.28285694,12/7/2012 0:00,12.18428612,12.82571411,12.60999966,34780200
140,12.11428547,12/10/2012 0:00,12.0714283,12.4285717,12.28571415,14322700
141,12.29714298,12/11/2012 0:00,12.05714321,12.46142864,12.18571472,16028600
142,12.96142864,12/12/2012 0:00,12.27714252,13.30714321,12.32428551,54929000
143,13.22285748,12/13/2012 0:00,12.83857155,13.33142853,12.97857189,28865900
144,13.32857132,12/14/2012 0:00,13.14285755,13.52714252,13.23857117,27706700
145,13.52857113,12/17/2012 0:00,13.15857124,13.56999969,13.28142834,21660800
146,13.66285706,12/18/2012 0:00,13.46428585,13.93571472,13.56714249,29348200
147,13.42571449,12/19/2012 0:00,13.35000038,13.97142887,13.80000019,30674700
148,13.35714245,12/20/2012 0:00,13.23571396,13.5,13.47571468,16611700
149,13.04857159,12/21/2012 0:00,13.01571465,13.26857185,13.14999962,28430500
