,Open,Date,High,Low,Close,Volume
514,325,6/6/2014 0:00,324.9299927,330.8800049,329.6700134,5244000
515,331.5700073,6/9/2014 0:00,325.6499939,333,327.5,3212200
516,327.6499939,6/10/2014 0:00,327.5,335.5,332.4100037,3663400
517,336,6/11/2014 0:00,333.8800049,340.7200012,335.2000122,4436800
518,335.5499878,6/12/2014 0:00,324.6600037,335.5499878,325.9100037,4276300
519,327.0499878,6/13/2014 0:00,323.5299988,329.2999878,326.269989,2764800
520,324.8599854,6/16/2014 0:00,323.519989,328.6900024,327.6199951,2449800
521,327.5400085,6/17/2014 0:00,325.230011,331.3399963,325.6199951,2924100
522,328,6/18/2014 0:00,325,335.75,334.3800049,6401500
523,335.2600098,6/19/2014 0:00,325.980011,338.8999939,327,5320600
524,327.7600098,6/20/2014 0:00,320.4200134,328.2200012,324.2000122,6054000
525,323.3299866,6/23/2014 0:00,321.4100037,327.5499878,327.2399902,2604800
526,327.5400085,6/24/2014 0:00,322.7399902,329.730011,324.1600037,2626600
527,324.3299866,6/25/2014 0:00,321.7399902,328.1499939,327.4400024,2327800
528,328.4899902,6/26/2014 0:00,322.1300049,328.6499939,325.6900024,2699500
529,325.8800049,6/27/2014 0:00,323.269989,326.519989,324.5700073,2416200
530,324.980011,6/30/2014 0:00,322.2399902,326.980011,324.7799988,2671300
531,325.8599854,7/1/2014 0:00,325.1000061,333.2000122,332.3900146,3173600
532,333.2000122,7/2/2014 0:00,331.6600037,336.7600098,332.8500061,2681300
533,334.8299866,7/3/2014 0:00,333.0799866,338.2999878,337.4899902,1944300
534,337.5,7/7/2014 0:00,332.519989,337.5499878,333.5499878,2128900
535,333.1000061,7/8/2014 0:00,321.3999939,333.7399902,323.8099976,4271600
536,324.7099915,7/9/2014 0:00,323.1499939,330.2000122,329.9700012,3166100
537,324.3399963,7/10/2014 0:00,322.6499939,329.980011,327.9200134,2665000
538,334.7099915,7/11/2014 0:00,334.7099915,347,346.2000122,8300800
539,347.0299988,7/14/2014 0:00,345.3599854,355.769989,355.3200073,5609900
540,353.7200012,7/15/2014 0:00,349.3999939,355.5899963,354.4400024,4170900
541,355.6199951,7/16/2014 0:00,353,359.3200073,355.8999939,3503600
542,353.4400024,7/17/2014 0:00,351.3800049,356.9599915,352.4500122,3636000
543,354.3999939,7/18/2014 0:00,352.0799866,359.6799927,358.6600037,3407400
544,358.1000061,7/21/2014 0:00,356.7200012,361.7099915,359.7600098,2278400
545,355.25,7/22/2014 0:00,355.25,362.9299927,360.8399963,2888900
