,Close,Date,High,Low,Open,Volume
0,38.22999954,5/18/2012 0:00,38,45,42.04999924,573576400
1,34.02999878,5/21/2012 0:00,33,36.65999985,36.52999878,168192700
2,31,5/22/2012 0:00,30.94000053,33.59000015,32.61000061,101786600
3,32,5/23/2012 0:00,31.36000061,32.5,31.37000084,73600000
4,33.02999878,5/24/2012 0:00,31.77000046,33.20999908,32.95000076,50237200
5,31.90999985,5/25/2012 0:00,31.11000061,32.95000076,32.90000153,37149800
6,28.84000015,5/29/2012 0:00,28.64999962,31.69000053,31.47999954,78063400
7,28.19000053,5/30/2012 0:00,27.86000061,29.54999924,28.70000076,57267900
8,29.60000038,5/31/2012 0:00,26.82999992,29.67000008,28.54999924,111639200
9,27.71999931,6/1/2012 0:00,27.38999939,29.14999962,28.88999939,41855500
10,26.89999962,6/4/2012 0:00,26.44000053,27.64999962,27.20000076,35230300
11,25.87000084,6/5/2012 0:00,25.75,27.76000023,26.70000076,42473400
12,26.80999947,6/6/2012 0:00,25.52000046,27.17000008,26.06999969,61489200
13,26.30999947,6/7/2012 0:00,26.14999962,27.35000038,27,26159500
14,27.10000038,6/8/2012 0:00,26.44000053,27.76000023,26.54999924,38034000
15,27.01000023,6/11/2012 0:00,26.84000015,28.06999969,27.18000031,28219600
16,27.39999962,6/12/2012 0:00,26.95999908,27.77000046,27.47999954,15816800
17,27.27000046,6/13/2012 0:00,27.10000038,28.10000038,27.65999985,17102800
18,28.29000092,6/14/2012 0:00,27.37999916,28.31999969,27.64999962,16855000
19,30.01000023,6/15/2012 0:00,28.35000038,30.10000038,28.51000023,43563800
20,31.40999985,6/18/2012 0:00,29.40999985,32.08000183,29.95999908,42978900
21,31.90999985,6/19/2012 0:00,30.70000076,32.18000031,31.54000092,30849000
22,31.60000038,6/20/2012 0:00,31.14999962,31.93000031,31.92000008,15553600
23,31.84000015,6/21/2012 0:00,31.51000023,32.5,31.67000008,21875300
24,33.04999924,6/22/2012 0:00,32.06000137,33.45000076,32.40999985,74834000
25,32.06000137,6/25/2012 0:00,31.54999924,33.02000046,32.86000061,24352900
26,33.09999847,6/26/2012 0:00,32.5,33.43999863,32.68999863,24858700
27,32.22999954,6/27/2012 0:00,31.89999962,32.90000153,32.45999908,28568000
28,31.36000061,6/28/2012 0:00,30.89999962,32.18999863,31.95999908,17713300
29,31.10000038,6/29/2012 0:00,30.76000023,31.98999977,31.92000008,19526900
30,30.77000046,7/2/2012 0:00,30.54999924,31.72999954,31.25,14122000
31,31.20000076,7/3/2012 0:00,30.79999924,31.44000053,30.90999985,8763600
32,31.46999931,7/5/2012 0:00,31.02000046,31.62999916,31.31999969,10032100
